Brand,Model,Year,Status,Mileage,Dealer,Price,Age,PriceRange,Yearly_Miles
ram,2500,2017,used,60923.0,Castle Chrysler Dodge Jeep Ram of Naperville,45977.0,7,$40000-49999,8703.29
jeep,grand cherokee,2024,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,45262.0,0,$40000-49999,
jeep,grand cherokee,2023,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,50199.0,1,$50000-59999,0.0
jeep,grand cherokee,2023,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,68809.0,1,$60000-69999,0.0
ford,mustang,2014,used,69775.0,De Anda Auto Sales Inc,24900.0,10,$20000-29999,6977.5
chevrolet,trax,2024,new,0.0,Glockner Chevrolet,24935.0,0,$20000-29999,
chevrolet,trax,2024,new,0.0,Glockner Chevrolet,26835.0,0,$20000-29999,
bmw,x5,2020,used,28649.0,Land Rover Jaguar Naperville,47595.0,4,$40000-49999,7162.25
jeep,grand cherokee,2023,new,0.0,Dayton Chrysler Jeep Dodge RAM,56555.0,1,$50000-59999,0.0
hyundai,sonata,2016,used,70600.0,Chevrolet of Naperville,12982.0,8,$10000-19999,8825.0
chevrolet,silverado,2021,certified,62904.0,Chevrolet of Naperville,34994.0,3,$30000-39999,20968.0
toyota,camry,2021,used,70249.0,Chevrolet of Naperville,20994.0,3,$20000-29999,23416.33
cadillac,ct5,2024,new,0.0,Cadillac of Naperville,107845.0,0,$100000-109999,
cadillac,ct5,2024,new,0.0,Cadillac of Naperville,107875.0,0,$100000-109999,
lexus,rx,2018,used,39505.0,Cadillac of Naperville,36995.0,6,$30000-39999,6584.17
cadillac,xt4,2024,new,0.0,Cadillac of Naperville,49415.0,0,$40000-49999,
cadillac,escalade,2022,certified,15940.0,Cadillac of Naperville,107795.0,2,$100000-109999,7970.0
ford,f-150,2006,used,163437.0,Victory Ford,10211.0,18,$10000-19999,9079.83
ford,f-150,2017,used,145090.0,Victory Ford,20995.0,7,$20000-29999,20727.14
gmc,yukon,2020,used,81964.0,Victory Ford,48995.0,4,$40000-49999,20491.0
ford,transit,2023,new,0.0,Victory Ford,55960.0,1,$50000-59999,0.0
ram,2500,2024,new,0.0,Tauke Motors,77890.0,0,$70000-79999,
ram,1500,2023,new,0.0,Tauke Motors,63120.0,1,$60000-69999,0.0
ram,1500,2024,new,0.0,Tauke Motors,57745.0,0,$50000-59999,
ford,bronco,2023,new,0.0,Bill Kay Ford,55730.0,1,$50000-59999,0.0
jeep,compass,2023,new,0.0,Glockner of Ashland,36052.0,1,$30000-39999,0.0
mercedes,sl 550,2017,used,50926.0,Glockner of Ashland,44900.0,7,$40000-49999,7275.14
chevrolet,ls,2024,new,0.0,Glockner of Ironton,19495.0,0,$10000-19999,
toyota,camry,2006,used,50554.0,Power Motorcars,12500.0,18,$10000-19999,2808.56
mazda,mx-5 miata,1990,used,56308.0,North Naperville Autos,11499.0,34,$10000-19999,1656.12
toyota,sienna,2013,used,122112.0,Garber Chevrolet Highland,15945.0,11,$10000-19999,11101.09
gmc,sierra,2023,new,0.0,Circle Buick GMC,42295.0,1,$40000-49999,0.0
volkswagen,jetta,2024,new,0.0,City Volkswagen of Highland,23076.0,0,$20000-29999,
volkswagen,atlas,2021,certified,34804.0,City Volkswagen of Highland,37575.0,3,$30000-39999,11601.33
ford,edge,2024,new,0.0,Glockner South Point Ford,39960.0,0,$30000-39999,
volkswagen,atlas,2024,new,0.0,Team Audi Volkswagen,48460.0,0,$40000-49999,
audi,e-tron,2024,new,0.0,Team Audi Volkswagen,83780.0,0,$80000-89999,
honda,civic,2024,new,0.0,Napleton River Oaks Honda,26500.0,0,$20000-29999,
chevrolet,silverado,2005,used,45425.0,Hoo Motors,26800.0,19,$20000-29999,2390.79
toyota,corolla,2024,new,0.0,Advantage Toyota of River Oaks,26263.0,0,$20000-29999,
toyota,rav4,2021,used,57578.0,Advantage Toyota of River Oaks,43773.0,3,$40000-49999,19192.67
toyota,corolla,2020,used,29617.0,Advantage Toyota of River Oaks,23873.0,4,$20000-29999,7404.25
chevrolet,corvette,2020,used,15544.0,Germain Honda of Beavercreek,79949.0,4,$70000-79999,3886.0
ford,bronco,2023,new,0.0,Germain Ford of Beavercreek,62895.0,1,$60000-69999,0.0
ford,bronco,2023,new,0.0,Germain Ford of Beavercreek,65860.0,1,$60000-69999,0.0
chevrolet,silverado,2024,new,0.0,Jeff Schmitt Chevrolet East,75415.0,0,$70000-79999,
chevrolet,camaro,2024,new,0.0,Jeff Schmitt Chevrolet East,62210.0,0,$60000-69999,
cadillac,ct5,2024,new,0.0,Napleton Autowerks River Oaks,66560.0,0,$60000-69999,
cadillac,ct4,2024,new,0.0,Napleton Autowerks River Oaks,42225.0,0,$40000-49999,
cadillac,ct5,2023,new,0.0,Napleton Autowerks River Oaks,67180.0,1,$60000-69999,0.0
hyundai,palisade,2024,new,0.0,Jeff Wyler Hyundai of Beavercreek,53990.0,0,$50000-59999,
gmc,yukon,2023,new,0.0,"Humboldt Motor Sales, Inc.",85105.0,1,$80000-89999,0.0
chevrolet,suburban,2023,new,0.0,"Humboldt Motor Sales, Inc.",88700.0,1,$80000-89999,0.0
gmc,terrain,2015,used,159676.0,Mike Anderson Chevrolet Of Merrillville,9995.0,9,$0-9999,17741.78
toyota,supra,1995,used,19984.0,Diamond Motorworks,169800.0,29,$160000-169999,689.1
lexus,gx,2013,used,159241.0,Used Car Superstore of Lisle,16996.0,11,$10000-19999,14476.45
mercedes,e-class,2014,used,76176.0,Used Car Superstore of Lisle,14895.0,10,$10000-19999,7617.6
lexus,es,2021,used,22699.0,Used Car Superstore of Lisle,35895.0,3,$30000-39999,7566.33
ford,mustang,2023,new,0.0,New Way Ford Lincoln Pocahontas,51595.0,1,$50000-59999,0.0
ford,mustang,2023,new,0.0,New Way Ford Lincoln Pocahontas,52040.0,1,$50000-59999,0.0
lexus,rx,2015,used,72049.0,House of Carz,23888.0,9,$20000-29999,8005.44
toyota,venza,2015,used,78516.0,House of Carz,21790.0,9,$20000-29999,8724.0
mercedes,4matic,2017,used,26122.0,Platinum Motorsports,74991.0,7,$70000-79999,3731.71
chevrolet,silverado,2024,new,0.0,Bill Kay Chevrolet,62998.0,0,$60000-69999,
honda,pilot,2024,new,0.0,Richardson Motors,50375.0,0,$50000-59999,
toyota,rav4,2022,used,32083.0,Dutch Miller Chevrolet Hyundai,25996.0,2,$20000-29999,16041.5
chevrolet,silverado,2024,new,0.0,Dutch Miller Chevrolet Hyundai,69970.0,0,$60000-69999,
hyundai,santa cruz,2024,new,0.0,Dutch Miller Chevrolet Hyundai,36055.0,0,$30000-39999,
hyundai,santa cruz,2024,new,0.0,Dutch Miller Chevrolet Hyundai,41321.0,0,$40000-49999,
jeep,grand cherokee,2023,used,834.0,Bill Kay Buick GMC,47993.0,1,$40000-49999,834.0
mazda,cx-9,2021,used,24362.0,Napleton's Oak Lawn Mazda,34412.0,3,$30000-39999,8120.67
volkswagen,golf,2016,used,92167.0,Napleton's Oak Lawn Mazda,15312.0,8,$10000-19999,11520.88
ford,mustang,2021,certified,11527.0,Haggerty Ford,37995.0,3,$30000-39999,3842.33
toyota,sienna,2006,used,138298.0,Luxury Car Outlet,8995.0,18,$0-9999,7683.22
jeep,wrangler,2013,used,79028.0,Luxury Car Outlet,19995.0,11,$10000-19999,7184.36
mercedes,sl 550,2013,used,65138.0,Luxury Car Outlet,31995.0,11,$30000-39999,5921.64
honda,pilot,2023,new,0.0,Randy Marion Honda Salisbury,49275.0,1,$40000-49999,0.0
honda,hr-v,2024,new,0.0,Randy Marion Honda Salisbury,24402.0,0,$20000-29999,
honda,pilot,2023,new,0.0,Randy Marion Honda Salisbury,47600.0,1,$40000-49999,0.0
ford,expedition,2023,new,0.0,Roling Ford,79395.0,1,$70000-79999,0.0
ford,expedition,2023,new,0.0,Roling Ford,89750.0,1,$80000-89999,0.0
chevrolet,corvette,2023,used,2700.0,Packey Webb Ford,99500.0,1,$90000-99999,2700.0
ford,mustang,2016,used,40260.0,Packey Webb Ford,23900.0,8,$20000-29999,5032.5
kia,sorento,2020,used,24764.0,Packey Webb Ford,23385.0,4,$20000-29999,6191.0
cadillac,escalade,2023,new,0.0,Napleton Cadillac,118805.0,1,$110000-119999,0.0
volkswagen,golf,2016,used,110008.0,Napleton Ford of Oak Lawn,22995.0,8,$20000-29999,13751.0
ford,explorer,2020,used,40402.0,Napleton Ford of Oak Lawn,27985.0,4,$20000-29999,10100.5
chevrolet,camaro,2000,used,81152.0,Napleton Ford of Oak Lawn,8995.0,24,$0-9999,3381.33
ford,mustang,2023,used,3865.0,Napleton Ford of Oak Lawn,60965.0,1,$60000-69999,3865.0
chevrolet,silverado,2023,new,0.0,Birdnow Motor Trade,71975.0,1,$70000-79999,0.0
ford,f-250,2023,new,0.0,Currie Motors Ford of Valpo,84514.0,1,$80000-89999,0.0
ford,mustang,2023,new,0.0,Freeport Ford,66795.0,1,$60000-69999,0.0
kia,sorento,2017,used,79725.0,Freeport Ford,16750.0,7,$10000-19999,11389.29
chevrolet,tahoe,2023,new,0.0,Webb Chevy,69855.0,1,$60000-69999,0.0
chevrolet,silverado,2024,new,0.0,Webb Chevy,75305.0,0,$70000-79999,
bmw,m4,2019,used,18215.0,Napleton Aston Martin Maserati,65693.0,5,$60000-69999,3643.0
mercedes,cl,2020,used,53137.0,Napleton Aston Martin Maserati,45490.0,4,$40000-49999,13284.25
ford,mustang,2019,used,23303.0,Napleton Aston Martin Maserati,38800.0,5,$30000-39999,4660.6
bmw,x5,2019,used,40086.0,Napleton Aston Martin Maserati,41000.0,5,$40000-49999,8017.2
jeep,grand cherokee,2023,new,0.0,Berman Chrysler Dodge Jeep Ram,49306.0,1,$40000-49999,0.0
hyundai,palisade,2024,new,0.0,Happy Hyundai,54270.0,0,$50000-59999,
ram,2500,2016,used,138386.0,Bocker Auto Group,28988.0,8,$20000-29999,17298.25
mercedes,gla,2023,new,0.0,Mercedes-Benz of Westmont,48755.0,1,$40000-49999,0.0
mercedes,glc,2023,certified,3265.0,Mercedes-Benz of Westmont,48977.0,1,$40000-49999,3265.0
mercedes,c-class,2023,new,0.0,Mercedes-Benz of Westmont,60735.0,1,$60000-69999,0.0
audi,sq8,2023,new,0.0,Audi Westmont,105320.0,1,$100000-109999,0.0
audi,q7,2023,new,0.0,Audi Westmont,71465.0,1,$70000-79999,0.0
audi,a3,2020,used,20658.0,The Autobarn Countryside Subaru,28999.0,4,$20000-29999,5164.5
bmw,x3,2022,used,43953.0,INFINITI of Clarendon Hills,33917.0,2,$30000-39999,21976.5
toyota,highlander,2024,new,0.0,St. Charles Toyota,46598.0,0,$40000-49999,
volkswagen,atlas,2024,new,0.0,The Autobarn Volkswagen of Countryside,42978.0,0,$40000-49999,
volkswagen,jetta,2023,new,0.0,The Autobarn Volkswagen of Countryside,25721.0,1,$20000-29999,0.0
bmw,x3,2023,used,1865.0,Laurel BMW of Westmont,66145.0,1,$60000-69999,1865.0
bmw,coupe,2024,new,0.0,Laurel BMW of Westmont,150365.0,0,$150000-159999,
bmw,x6,2023,used,8937.0,Laurel BMW of Westmont,82120.0,1,$80000-89999,8937.0
bmw,m2,2023,new,0.0,Laurel BMW of Westmont,55395.0,1,$50000-59999,0.0
audi,s4,2019,used,49501.0,Laurel BMW of Westmont,33991.0,5,$30000-39999,9900.2
bmw,x3,2023,new,0.0,Laurel BMW of Westmont,53675.0,1,$50000-59999,0.0
bmw,coupe,2023,used,5177.0,Laurel BMW of Westmont,62370.0,1,$60000-69999,5177.0
cadillac,ct4-v,2023,new,0.0,Ettleson Cadillac,75320.0,1,$70000-79999,0.0
lexus,rx,2024,new,0.0,McGrath Lexus of Westmont,63335.0,0,$60000-69999,
lexus,ls,2023,new,0.0,McGrath Lexus of Westmont,95140.0,1,$90000-99999,0.0
lexus,es,2021,used,36019.0,McGrath Lexus of Westmont,37990.0,3,$30000-39999,12006.33
lexus,lc,2023,new,0.0,McGrath Lexus of Westmont,114065.0,1,$110000-119999,0.0
lexus,ls,2023,new,0.0,McGrath Lexus of Westmont,107290.0,1,$100000-109999,0.0
gmc,sierra,2019,used,67037.0,Advantage Chevrolet,29710.0,5,$20000-29999,13407.4
chevrolet,blazer,2023,new,0.0,Advantage Chevrolet,48995.0,1,$40000-49999,0.0
chevrolet,corvette,2014,used,20032.0,Runde Chevrolet,44676.0,10,$40000-49999,2003.2
audi,2,2014,used,118760.0,Runde Chevrolet,13500.0,10,$10000-19999,11876.0
honda,odyssey,2006,used,189203.0,Runde Chevrolet,3766.0,18,$0-9999,10511.28
ford,f-150,2023,new,0.0,Hawk Ford of St. Charles,51570.0,1,$50000-59999,0.0
ford,f-150,2022,new,0.0,Hawk Ford of St. Charles,59940.0,2,$50000-59999,0.0
jeep,grand cherokee,2023,new,0.0,Jack Phelan Chrysler Dodge Jeep RAM,44870.0,1,$40000-49999,0.0
jeep,grand cherokee,2024,new,0.0,Jack Phelan Chrysler Dodge Jeep RAM,66940.0,0,$60000-69999,
jeep,grand cherokee,2023,new,0.0,Jack Phelan Chrysler Dodge Jeep RAM,68400.0,1,$60000-69999,0.0
jeep,wrangler,2023,new,0.0,Jack Phelan Chrysler Dodge Jeep RAM,53380.0,1,$50000-59999,0.0
bmw,330 i,2022,used,31596.0,Countryside Mitsubishi,32895.0,2,$30000-39999,15798.0
chevrolet,silverado,2024,new,0.0,Knox Chevrolet,65590.0,0,$60000-69999,
chevrolet,colorado,2023,new,0.0,Knox Chevrolet,45940.0,1,$40000-49999,0.0
chevrolet,blazer,2023,certified,14397.0,Jerry Haggerty Chevrolet,45895.0,1,$40000-49999,14397.0
toyota,rav4,2021,used,22209.0,Fox Valley Volkswagen of St. Charles,34995.0,3,$30000-39999,7403.0
audi,q5,2016,used,114502.0,Jaguar Land Rover Hinsdale,12997.0,8,$10000-19999,14312.75
bmw,x5,2022,used,5237.0,Jaguar Land Rover Hinsdale,93497.0,2,$90000-99999,2618.5
lexus,is,2020,used,20134.0,Lombard Toyota,33995.0,4,$30000-39999,5033.5
toyota,rav4,2021,used,18444.0,Lombard Toyota,51695.0,3,$50000-59999,6148.0
mercedes,sl 400,2015,used,35459.0,HBi Auto,37746.0,9,$30000-39999,3939.89
audi,rs 5,2021,used,40016.0,Castle Subaru,65477.0,3,$60000-69999,13338.67
hyundai,tucson,2016,used,52799.0,ALM Hyundai of Florence,17495.0,8,$10000-19999,6599.88
gmc,sierra,2023,new,0.0,Haggerty Buick GMC Inc,59153.0,1,$50000-59999,0.0
gmc,sierra,2023,new,0.0,Haggerty Buick GMC Inc,56486.0,1,$50000-59999,0.0
gmc,sierra,2024,new,0.0,Haggerty Buick GMC Inc,67960.0,0,$60000-69999,
mazda,rx,2008,used,28230.0,Auto Showcase of Carol Stream,16995.0,16,$10000-19999,1764.38
chevrolet,silverado,2019,used,62318.0,Castle Chevrolet of Villa Park,34277.0,5,$30000-39999,12463.6
jeep,grand cherokee,2024,new,0.0,DuPage CDJR,84965.0,0,$80000-89999,
jeep,grand cherokee,2023,new,0.0,DuPage CDJR,55760.0,1,$50000-59999,0.0
jeep,wrangler,2023,new,0.0,DuPage CDJR,48550.0,1,$40000-49999,0.0
jeep,grand cherokee,2023,new,0.0,DuPage CDJR,57804.0,1,$50000-59999,0.0
chevrolet,silverado,2021,certified,27138.0,Sunrise Chevrolet of Glendale Heights,46486.0,3,$40000-49999,9046.0
honda,accord,2022,used,40909.0,Sunrise Chevrolet of Glendale Heights,25486.0,2,$20000-29999,20454.5
audi,rs 5,2019,used,38510.0,Dave Arbogast Ford,54699.0,5,$50000-59999,7702.0
ford,bronco,2023,new,0.0,Dave Arbogast Ford,56269.0,1,$50000-59999,0.0
ford,bronco,2023,new,0.0,Dave Arbogast Ford,82999.0,1,$80000-89999,0.0
ford,bronco,2023,new,0.0,Dave Arbogast Ford,107199.0,1,$100000-109999,0.0
nissan,pathfinder,2024,new,0.0,Glendale Nissan,45920.0,0,$40000-49999,
nissan,armada,2023,new,0.0,Glendale Nissan,69318.0,1,$60000-69999,0.0
nissan,pathfinder,2024,new,0.0,Glendale Nissan,39545.0,0,$30000-39999,
nissan,armada,2023,new,0.0,Glendale Nissan,60944.0,1,$60000-69999,0.0
nissan,pathfinder,2024,new,0.0,Glendale Nissan,49350.0,0,$40000-49999,
nissan,armada,2019,used,91448.0,Glendale Nissan,28693.0,5,$20000-29999,18289.6
nissan,pathfinder,2024,new,0.0,Glendale Nissan,43150.0,0,$40000-49999,
nissan,ariya,2023,new,0.0,Glendale Nissan,52275.0,1,$50000-59999,0.0
nissan,ariya,2023,new,0.0,Glendale Nissan,58618.0,1,$50000-59999,0.0
nissan,murano,2024,new,0.0,Glendale Nissan,46390.0,0,$40000-49999,
volkswagen,atlas,2022,used,14398.0,Metro Ford Sales & Service,34554.0,2,$30000-39999,7199.0
ford,explorer,2018,used,101941.0,Metro Ford Sales & Service,17951.0,6,$10000-19999,16990.17
audi,rs 7,2021,used,11538.0,Metro Ford Sales & Service,95999.0,3,$90000-99999,3846.0
toyota,rav4,2021,used,62194.0,Metro Ford Sales & Service,25444.0,3,$20000-29999,20731.33
honda,accord,1999,used,117678.0,Oswego Motors,7995.0,25,$0-9999,4707.12
dodge,challenger,2023,new,0.0,Arrigo Dodge Chrysler Jeep Ram West Palm,80392.0,1,$80000-89999,0.0
honda,odyssey,2022,certified,26875.0,Honda City Chicago,40595.0,2,$40000-49999,13437.5
audi,a8,2014,used,95314.0,Zeigler Pre-Owned of Chicago,18750.0,10,$10000-19999,9531.4
ford,f-250,2010,used,112587.0,International Car Center,19790.0,14,$10000-19999,8041.93
volkswagen,touareg,2010,used,128691.0,International Car Center,8290.0,14,$0-9999,9192.21
lexus,is,2023,new,0.0,Lexus of Palm Beach,67365.0,1,$60000-69999,0.0
lexus,lc,2018,used,24482.0,Lexus of Palm Beach,63498.0,6,$60000-69999,4080.33
lexus,is,2023,new,0.0,Lexus of Palm Beach,67700.0,1,$60000-69999,0.0
chevrolet,silverado,2023,new,0.0,Chevrolet of Troy,65890.0,1,$60000-69999,0.0
mazda,cx-5,2021,used,29286.0,Dutch Miller Kia of Barboursville,29249.0,3,$20000-29999,9762.0
gmc,yukon,2023,new,0.0,Dave Arbogast Buick GMC,71785.0,1,$70000-79999,0.0
audi,titan,2019,used,16786.0,United Auto Exchange,25895.0,5,$20000-29999,3357.2
bmw,530 i,2003,used,139486.0,Xchange Motors,5985.0,21,$0-9999,6642.19
bmw,m2,2016,used,56842.0,Lucky Motors Megastore of Villa Park,24980.0,8,$20000-29999,7105.25
mercedes,c-class,2017,used,51136.0,Lucky Motors Megastore of Villa Park,20980.0,7,$20000-29999,7305.14
ford,f-350,2017,used,74360.0,Mullinax Ford of West Palm Beach,58900.0,7,$50000-59999,10622.86
hyundai,accent,2022,used,23798.0,Castle Buick GMC,17277.0,2,$10000-19999,11899.0
gmc,sierra,2019,certified,50291.0,Castle Buick GMC,35177.0,5,$30000-39999,10058.2
cadillac,cts,2015,used,60131.0,Castle Buick GMC,16000.0,9,$10000-19999,6681.22
gmc,sierra,2019,used,58533.0,Castle Buick GMC,39177.0,5,$30000-39999,11706.6
bmw,x5,2015,used,83009.0,Castle Buick GMC,19477.0,9,$10000-19999,9223.22
mercedes,e-class,2017,used,45191.0,Net Motorcars,36950.0,7,$30000-39999,6455.86
chevrolet,2500,2018,used,58286.0,Net Motorcars,55950.0,6,$50000-59999,9714.33
ford,f-150,2023,new,0.0,Zeigler Ford of North Riverside,59277.0,1,$50000-59999,0.0
ford,f-150,2023,new,0.0,Zeigler Ford of North Riverside,55717.0,1,$50000-59999,0.0
chevrolet,trailblazer,2023,new,0.0,Currie Motors Chevrolet,28215.0,1,$20000-29999,0.0
mercedes,6,2020,used,47602.0,Florida Fine Cars WPB,55499.0,4,$50000-59999,11900.5
nissan,leaf s,2016,used,45122.0,Florida Fine Cars WPB,8599.0,8,$0-9999,5640.25
audi,s5,2019,used,56420.0,Florida Fine Cars WPB,33299.0,5,$30000-39999,11284.0
lexus,rx,2020,used,24035.0,Rick Case Kia,33898.0,4,$30000-39999,6008.75
kia,sportage,2023,new,0.0,Rick Case Kia,28990.0,1,$20000-29999,0.0
dodge,durango,2023,new,0.0,James Chrysler Dodge Jeep Ram,51130.0,1,$50000-59999,0.0
dodge,challenger,2023,new,0.0,James Chrysler Dodge Jeep Ram,51950.0,1,$50000-59999,0.0
ram,3500,2024,new,0.0,James Chrysler Dodge Jeep Ram,90170.0,0,$90000-99999,
hyundai,santa cruz,2024,new,0.0,Rick Case Hyundai Davie,34685.0,0,$30000-39999,
bmw,x3,2024,new,0.0,McGrath BMW of Elmhurst,67635.0,0,$60000-69999,
bmw,x5,2024,new,0.0,McGrath BMW of Elmhurst,83005.0,0,$80000-89999,
bmw,540 i,2023,new,0.0,McGrath BMW of Elmhurst,68380.0,1,$60000-69999,0.0
toyota,rav4,2023,new,0.0,McGrath Elmhurst Toyota,39344.0,1,$30000-39999,0.0
mazda,grand touring,2008,used,61350.0,OKAZ MOTORS,10495.0,16,$10000-19999,3834.38
bmw,m3,2002,used,106230.0,Denali Motors,21991.0,22,$20000-29999,4828.64
ram,2500,2021,used,30282.0,Aschenbach Ford,59994.0,3,$50000-59999,10094.0
hyundai,palisade,2021,certified,39733.0,Wilkins Hyundai,36000.0,3,$30000-39999,13244.33
audi,s3,2023,new,0.0,Audi West Palm Beach,61230.0,1,$60000-69999,0.0
toyota,venza,2021,used,39559.0,Larry Roesch Dodge Chrysler Jeep RAM,36076.0,3,$30000-39999,13186.33
ford,bronco,2021,used,14918.0,Larry Roesch Dodge Chrysler Jeep RAM,42107.0,3,$40000-49999,4972.67
ram,1500,2021,used,38418.0,Larry Roesch Dodge Chrysler Jeep RAM,45895.0,3,$40000-49999,12806.0
volkswagen,passat,2020,certified,35871.0,Larry Roesch Volkswagen,23928.0,4,$20000-29999,8967.75
nissan,frontier,2023,new,0.0,McGrath Nissan,43040.0,1,$40000-49999,0.0
nissan,frontier,2024,new,0.0,McGrath Nissan,48620.0,0,$40000-49999,
kia,sportage,2024,new,0.0,Elgin Kia,38610.0,0,$30000-39999,
chevrolet,suburban,2016,used,118533.0,Biggers Mitsubishi,29599.0,8,$20000-29999,14816.62
honda,cr-v,2010,used,172842.0,Biggers Mitsubishi,7599.0,14,$0-9999,12345.86
hyundai,tucson,2023,new,0.0,Elgin Hyundai,30635.0,1,$30000-39999,0.0
hyundai,palisade,2024,new,0.0,Elgin Hyundai,49940.0,0,$40000-49999,
hyundai,palisade,2024,new,0.0,Elgin Hyundai,46790.0,0,$40000-49999,
toyota,4runner,2018,used,37765.0,Al Piemonte Ford,37277.0,6,$30000-39999,6294.17
jeep,wrangler,2024,new,0.0,Castle Chrysler Dodge Jeep Ram,65070.0,0,$60000-69999,
jeep,grand cherokee,2022,new,0.0,Anderson Dodge Chrysler Jeep,67644.0,2,$60000-69999,0.0
dodge,challenger,2023,new,0.0,Anderson Dodge Chrysler Jeep,43885.0,1,$40000-49999,0.0
hyundai,santa fe,2017,used,71839.0,Palm Beach Mitsubishi,18499.0,7,$10000-19999,10262.71
kia,forte,2017,used,88031.0,Lakeside Huntington Chevrolet,9755.0,7,$0-9999,12575.86
honda,odyssey,2024,new,0.0,Coral Springs Honda,42285.0,0,$40000-49999,
gmc,1,2023,new,0.0,Coral Springs Kia,115090.0,1,$110000-119999,0.0
mercedes,c-class,2023,new,0.0,Mercedes-Benz of Pembroke Pines,54545.0,1,$50000-59999,0.0
mercedes,metris,2023,new,0.0,Mercedes-Benz of Pembroke Pines,43953.0,1,$40000-49999,0.0
mercedes,glc,2023,new,0.0,Mercedes-Benz of Pembroke Pines,49350.0,1,$40000-49999,0.0
mercedes,glc,2023,new,0.0,Mercedes-Benz of Pembroke Pines,49615.0,1,$40000-49999,0.0
mercedes,eqs,2023,new,0.0,Mercedes-Benz of Pembroke Pines,108680.0,1,$100000-109999,0.0
bmw,x3,2021,used,65434.0,Mercedes-Benz of Pembroke Pines,44995.0,3,$40000-49999,21811.33
ford,mustang,2003,used,16382.0,John Hinderer Ford Lincoln,22596.0,21,$20000-29999,780.1
chevrolet,colorado,2019,used,50184.0,McGrath City Honda,16948.0,5,$10000-19999,10036.8
bmw,i8,2019,used,7479.0,Chicago Auto Place,86888.0,5,$80000-89999,1495.8
mercedes,e-class,2019,used,28583.0,Chicago Auto Place,49888.0,5,$40000-49999,5716.6
audi,s5,2018,used,30342.0,Chicago Auto Place,43888.0,6,$40000-49999,5057.0
mercedes,gle,2024,new,0.0,Mercedes-Benz of Coconut Creek,77980.0,0,$70000-79999,
mercedes,4matic,2023,new,0.0,Mercedes-Benz of Coconut Creek,69940.0,1,$60000-69999,0.0
mercedes,gle,2024,new,0.0,Mercedes-Benz of Coconut Creek,75675.0,0,$70000-79999,
volkswagen,golf,2019,certified,17125.0,Gunther Volkswagen Volvo Mitsubishi Coconut Creek,20977.0,5,$20000-29999,3425.0
jeep,wrangler,2023,new,0.0,Castle Rock Chrysler Dodge Jeep RAM,70400.0,1,$70000-79999,0.0
toyota,land cruiser,2020,used,75763.0,Castle Rock Chrysler Dodge Jeep RAM,71068.0,4,$70000-79999,18940.75
jeep,wrangler,2023,new,0.0,Castle Rock Chrysler Dodge Jeep RAM,69805.0,1,$60000-69999,0.0
ram,2500,2023,new,0.0,Castle Rock Chrysler Dodge Jeep RAM,77000.0,1,$70000-79999,0.0
bmw,coupe,2020,used,40889.0,Baha Auto Sales,51995.0,4,$50000-59999,10222.25
toyota,highlander,2021,used,12205.0,Baha Auto Sales,39495.0,3,$30000-39999,4068.33
honda,accord,2017,used,73887.0,Baha Auto Sales,16495.0,7,$10000-19999,10555.29
honda,odyssey,2017,used,112754.0,Baha Auto Sales,17995.0,7,$10000-19999,16107.71
audi,a7,2021,used,22825.0,Baha Auto Sales,52995.0,3,$50000-59999,7608.33
toyota,yaris,2017,used,80362.0,Baha Auto Sales,13495.0,7,$10000-19999,11480.29
toyota,camry,2019,used,54758.0,Baha Auto Sales,18995.0,5,$10000-19999,10951.6
dodge,charger,2017,used,57979.0,Baha Auto Sales,28995.0,7,$20000-29999,8282.71
toyota,avalon,2019,used,47685.0,Baha Auto Sales,24995.0,5,$20000-29999,9537.0
toyota,camry,2024,new,0.0,Al Hendrickson Toyota,30255.0,0,$30000-39999,
toyota,camry,2024,new,0.0,Al Hendrickson Toyota,29925.0,0,$20000-29999,
jeep,wagoneer,2022,used,18887.0,Al Hendrickson Toyota,54998.0,2,$50000-59999,9443.5
toyota,camry,2024,new,0.0,Al Hendrickson Toyota,32049.0,0,$30000-39999,
mazda,mx-5 miata,2020,used,36514.0,Al Hendrickson Toyota,24887.0,4,$20000-29999,9128.5
ford,transit,2018,used,126907.0,Grand Lux Auto,25900.0,6,$20000-29999,21151.17
ford,explorer,2022,new,0.0,AutoNation Ford Margate,45856.0,2,$40000-49999,0.0
toyota,4runner,2012,used,153228.0,Ford City Motors Inc,17995.0,12,$10000-19999,12769.0
kia,forte,2019,used,50250.0,Florida Fine Cars Margate,14299.0,5,$10000-19999,10050.0
bmw,x2,2018,used,37401.0,Florida Fine Cars Margate,23298.0,6,$20000-29999,6233.5
audi,sq5,2023,new,0.0,Audi Hoffman Estates,70780.0,1,$70000-79999,0.0
audi,s8,2023,new,0.0,Audi Hoffman Estates,143620.0,1,$140000-149999,0.0
audi,sq8,2023,new,0.0,Audi Hoffman Estates,115840.0,1,$110000-119999,0.0
toyota,camry,2021,used,68172.0,Schaumburg Toyota,23229.0,3,$20000-29999,22724.0
bmw,x3,2019,used,42815.0,Land Rover Schaumburg,36000.0,5,$30000-39999,8563.0
mercedes,2500,2023,new,0.0,Mercedes-Benz of Hoffman Estates,65787.0,1,$60000-69999,0.0
