Brand,Model,Year,Status,Mileage,Dealer,Price,Age,PriceRange,Yearly_Miles
gmc,yukon,2023,new,0.0,Oakes Buick GMC,74345.0,1,$70000-79999,0.0
gmc,yukon,2023,new,0.0,Oakes Buick GMC,73615.0,1,$70000-79999,0.0
gmc,yukon,2023,new,0.0,Oakes Buick GMC,62440.0,1,$60000-69999,0.0
gmc,yukon,2023,new,0.0,Oakes Buick GMC,99745.0,1,$90000-99999,0.0
jeep,grand cherokee,2023,new,0.0,Landmark Dodge Chrysler Jeep RAM Morrow,66110.0,1,$60000-69999,0.0
ford,e250,2011,used,176367.0,Autoport,9950.0,13,$0-9999,13566.69
bmw,x7,2024,new,0.0,Global Imports BMW,98195.0,0,$90000-99999,
bmw,i7,2023,new,0.0,Global Imports BMW,122145.0,1,$120000-129999,0.0
bmw,x5,2024,new,0.0,Global Imports BMW,101245.0,0,$100000-109999,
bmw,x5,2024,new,0.0,Global Imports BMW,85545.0,0,$80000-89999,
bmw,x5,2024,new,0.0,Global Imports BMW,72545.0,0,$70000-79999,
ford,bronco,2023,new,0.0,Suntrup Ford Kirkwood,65015.0,1,$60000-69999,0.0
nissan,altima,2022,used,39349.0,EchoPark Automotive St. Louis,18989.0,2,$10000-19999,19674.5
bmw,x3,2022,certified,19162.0,BMW VW of Topeka,42890.0,2,$40000-49999,9581.0
toyota,sequoia,2021,used,36584.0,BMW VW of Topeka,60994.0,3,$60000-69999,12194.67
audi,q5,2016,used,41629.0,BMW VW of Topeka,23901.0,8,$20000-29999,5203.62
jeep,wrangler,2011,used,189318.0,BMW VW of Topeka,15995.0,13,$10000-19999,14562.92
ford,ranger,2023,new,0.0,Lou Fusz Ford,44657.0,1,$40000-49999,0.0
kia,sorento,2023,new,0.0,Carriage Kia of Woodstock,44165.0,1,$40000-49999,0.0
gmc,yukon,2023,new,0.0,Randy Curnow Buick GMC,92260.0,1,$90000-99999,0.0
gmc,yukon,2023,new,0.0,Randy Curnow Buick GMC,74855.0,1,$70000-79999,0.0
mercedes,glc,2022,used,16704.0,Randy Curnow Buick GMC,41761.0,2,$40000-49999,8352.0
jeep,grand cherokee,2023,used,6512.0,Randy Curnow Buick GMC,56461.0,1,$50000-59999,6512.0
chevrolet,silverado,2023,used,3885.0,Randy Curnow Buick GMC,67990.0,1,$60000-69999,3885.0
gmc,yukon,2023,used,21565.0,Randy Curnow Buick GMC,86988.0,1,$80000-89999,21565.0
gmc,sierra,2022,used,10881.0,Randy Curnow Buick GMC,76780.0,2,$70000-79999,5440.5
chevrolet,corvette,2017,used,13446.0,Randy Curnow Buick GMC,78000.0,7,$70000-79999,1920.86
ford,mustang,2021,used,4576.0,Randy Curnow Buick GMC,52990.0,3,$50000-59999,1525.33
gmc,sierra,2023,used,8011.0,Randy Curnow Buick GMC,77780.0,1,$70000-79999,8011.0
gmc,sierra,2022,used,4916.0,Randy Curnow Buick GMC,66990.0,2,$60000-69999,2458.0
hyundai,palisade,2022,certified,29230.0,McDonough Hyundai,43730.0,2,$40000-49999,14615.0
toyota,highlander,2024,certified,3442.0,Legends Toyota,47902.0,0,$40000-49999,inf
kia,niro,2023,new,0.0,Oakes Kia,33145.0,1,$30000-39999,0.0
kia,forte,2023,new,0.0,Oakes Kia,25880.0,1,$20000-29999,0.0
kia,ev6,2023,new,0.0,Oakes Kia,47295.0,1,$40000-49999,0.0
mazda,cx-5,2023,new,0.0,Lou Fusz Mazda,38820.0,1,$30000-39999,0.0
kia,sorento,2023,new,0.0,Lou Fusz Kia,42150.0,1,$40000-49999,0.0
kia,sorento,2023,new,0.0,Lou Fusz Kia,46000.0,1,$40000-49999,0.0
kia,sorento,2023,new,0.0,Lou Fusz Kia,41165.0,1,$40000-49999,0.0
kia,seltos,2024,new,0.0,Lou Fusz Kia,28130.0,0,$20000-29999,
kia,sportage,2023,new,0.0,Lou Fusz Kia,28896.0,1,$20000-29999,0.0
kia,sportage,2023,new,0.0,Lou Fusz Kia,28535.0,1,$20000-29999,0.0
kia,sorento,2023,new,0.0,Lou Fusz Kia,31810.0,1,$30000-39999,0.0
jeep,grand cherokee,2023,new,0.0,Tate Branch Autoplex - Carlsbad,59005.0,1,$50000-59999,0.0
jeep,grand cherokee,2023,new,0.0,Tate Branch Autoplex - Carlsbad,63250.0,1,$60000-69999,0.0
jeep,grand cherokee,2023,new,0.0,Tate Branch Autoplex - Carlsbad,64355.0,1,$60000-69999,0.0
mercedes,gls 580,2023,new,0.0,RBM of Atlanta,119645.0,1,$110000-119999,0.0
mercedes,gls 580,2023,new,0.0,RBM of Atlanta,118960.0,1,$110000-119999,0.0
mercedes,gle,2023,new,0.0,RBM of Atlanta,91240.0,1,$90000-99999,0.0
ford,f-150,2023,new,0.0,Jim Ellis Ford Sandy Springs,88699.0,1,$80000-89999,0.0
ford,expedition,2023,new,0.0,Jim Ellis Ford Sandy Springs,73195.0,1,$70000-79999,0.0
ford,f-150,2023,new,0.0,Jim Ellis Ford Sandy Springs,78795.0,1,$70000-79999,0.0
cadillac,ct5,2023,new,0.0,Classic Cadillac,78000.0,1,$70000-79999,0.0
cadillac,ct5,2023,new,0.0,Classic Cadillac,114595.0,1,$110000-119999,0.0
cadillac,ct5,2023,new,0.0,Classic Cadillac,118055.0,1,$110000-119999,0.0
cadillac,ct5,2023,new,0.0,Classic Cadillac,118455.0,1,$110000-119999,0.0
chevrolet,corvette,2017,used,8437.0,Poage Chevrolet,77290.0,7,$70000-79999,1205.29
chevrolet,corvette,2007,used,50960.0,Poage Chevrolet,25890.0,17,$20000-29999,2997.65
chevrolet,corvette,2023,new,0.0,Van Chevrolet Cadillac,79895.0,1,$70000-79999,0.0
nissan,leaf s,2023,new,0.0,Napleton's St. Louis Nissan,28391.0,1,$20000-29999,0.0
nissan,leaf s,2023,new,0.0,Napleton's St. Louis Nissan,28367.0,1,$20000-29999,0.0
gmc,sierra,2023,new,0.0,Jim Ellis Buick GMC,86450.0,1,$80000-89999,0.0
honda,civic,2023,used,6410.0,Curry Honda,31900.0,1,$30000-39999,6410.0
honda,ridgeline,2023,new,0.0,Curry Honda,48060.0,1,$40000-49999,0.0
hyundai,elantra,2023,new,0.0,Jim Ellis Hyundai,29679.0,1,$20000-29999,0.0
hyundai,ioniq,2023,new,0.0,Jim Ellis Hyundai,42770.0,1,$40000-49999,0.0
lexus,ls,2023,new,0.0,Hennessy Lexus of Atlanta,86785.0,1,$80000-89999,0.0
jeep,grand cherokee,2023,new,0.0,Shottenkirk Chrysler Dodge Jeep RAM,68756.0,1,$60000-69999,0.0
ford,expedition,2023,new,0.0,Hunt Ford Chrysler Dodge Jeep,77790.0,1,$70000-79999,0.0
ford,transit,2023,new,0.0,Hunt Ford Chrysler Dodge Jeep,40230.0,1,$40000-49999,0.0
ford,bronco,2023,new,0.0,Hunt Ford Chrysler Dodge Jeep,94020.0,1,$90000-99999,0.0
mazda,cx-9,2024,new,0.0,Mazda Of Roswell,62919.0,0,$60000-69999,
gmc,sierra,2023,new,0.0,Pogue Chevrolet,59680.0,1,$50000-59999,0.0
kia,telluride,2024,new,0.0,Napleton's Mid Rivers Kia,53015.0,0,$50000-59999,
jeep,grand cherokee,2023,new,0.0,Palmer Dodge Chrysler Jeep RAM,37675.0,1,$30000-39999,0.0
audi,6,2023,new,0.0,Audi North Atlanta,137490.0,1,$130000-139999,0.0
ford,focus,2014,used,140351.0,Jay Wolfe Auto Outlet,11495.0,10,$10000-19999,14035.1
chevrolet,colorado,2023,new,0.0,Heartland Chevrolet,33625.0,1,$30000-39999,0.0
ford,f-150,2018,used,101435.0,Heartland Chevrolet,26923.0,6,$20000-29999,16905.83
toyota,tacoma,2021,used,40146.0,Heartland Chevrolet,38700.0,3,$30000-39999,13382.0
bmw,x5,2024,new,0.0,United BMW,81995.0,0,$80000-89999,
bmw,z4,2024,new,0.0,United BMW,58945.0,0,$50000-59999,
lexus,rx,2023,new,0.0,Hendrick Lexus Kansas City North,60607.0,1,$60000-69999,0.0
jeep,wagoneer,2023,new,0.0,Griffin Chrysler Dodge Jeep RAM,88000.0,1,$80000-89999,0.0
gmc,yukon,2023,new,0.0,Reed Buick GMC,87530.0,1,$80000-89999,0.0
gmc,yukon,2023,new,0.0,Reed Buick GMC,92260.0,1,$90000-99999,0.0
gmc,sierra,2024,new,0.0,Reed Buick GMC,68090.0,0,$60000-69999,
honda,odyssey,2024,new,0.0,Bommarito Honda Superstore,51345.0,0,$50000-59999,
toyota,tacoma,2023,new,0.0,Bommarito Toyota,40582.0,1,$40000-49999,0.0
toyota,tacoma,2023,new,0.0,Bommarito Toyota,46906.0,1,$40000-49999,0.0
toyota,4runner,2022,certified,45840.0,Bommarito Toyota,39500.0,2,$30000-39999,22920.0
ram,2500,2023,new,0.0,Courtesy Chrysler Dodge Jeep Ram,81490.0,1,$80000-89999,0.0
chevrolet,equinox,2024,new,0.0,Pearl Motor Company,34520.0,0,$30000-39999,
ford,explorer,2022,new,0.0,Jim Trenary Ford,52487.0,2,$50000-59999,0.0
honda,accord,2018,used,116000.0,Assurance Auto Group,16995.0,6,$10000-19999,19333.33
ford,mustang,2024,new,0.0,Shottenkirk Ford,55150.0,0,$50000-59999,
mercedes,c-class,2019,used,41179.0,Clement Pre-Owned (Florissant),28500.0,5,$20000-29999,8235.8
jeep,grand cherokee,2023,new,0.0,Crown Chrysler Dodge Jeep of Cleveland,49397.0,1,$40000-49999,0.0
jeep,grand cherokee,2023,new,0.0,Gwinnett Chrysler Dodge Jeep Ram,61219.0,1,$60000-69999,0.0
jeep,grand cherokee,2023,new,0.0,Gwinnett Chrysler Dodge Jeep Ram,42484.0,1,$40000-49999,0.0
jeep,grand cherokee,2023,new,0.0,Gwinnett Chrysler Dodge Jeep Ram,42635.0,1,$40000-49999,0.0
toyota,fj cruiser,2008,used,146435.0,111 Auto Sales,11995.0,16,$10000-19999,9152.19
gmc,yukon,2023,new,0.0,Roberts Robinson Chevrolet Buick GMC,79720.0,1,$70000-79999,0.0
chevrolet,silverado,2023,new,0.0,Roberts Robinson Chevrolet Buick GMC,49065.0,1,$40000-49999,0.0
chevrolet,trax,2024,new,0.0,Roberts Robinson Chevrolet Buick GMC,23445.0,0,$20000-29999,
ram,2500,2024,new,0.0,Jim Butler Centralia,76600.0,0,$70000-79999,
kia,carnival,2022,used,44654.0,Jason Lewis Chrysler Dodge Jeep RAM,33209.0,2,$30000-39999,22327.0
ford,f-150,2023,new,0.0,Edd Rogers Valley Ford,89340.0,1,$80000-89999,0.0
nissan,leaf s,2023,new,0.0,Gwinnett Place Nissan,28385.0,1,$20000-29999,0.0
mercedes,e-class,2013,used,137192.0,Atlanta Toyota,12480.0,11,$10000-19999,12472.0
lexus,ls,2023,new,0.0,Hennessy Lexus Gwinnett,80240.0,1,$80000-89999,0.0
lexus,nx,2024,new,0.0,Hennessy Lexus Gwinnett,55885.0,0,$50000-59999,
ram,cla,2023,new,0.0,Airport Chrysler Dodge Jeep RAM,39999.0,1,$30000-39999,0.0
chevrolet,camaro,2021,new,0.0,Rick Hendrick Chevrolet of Duluth,48075.0,3,$40000-49999,0.0
chevrolet,equinox,2021,new,0.0,Rick Hendrick Chevrolet of Duluth,28320.0,3,$20000-29999,0.0
honda,pilot,2023,new,0.0,Gwinnett Place Honda,43430.0,1,$40000-49999,0.0
honda,passport,2023,new,0.0,Gwinnett Place Honda,42900.0,1,$40000-49999,0.0
bmw,m2,2024,new,0.0,BMW of Gwinnett Place,54995.0,0,$50000-59999,
bmw,m4,2024,new,0.0,BMW of Gwinnett Place,102645.0,0,$100000-109999,
audi,s5,2023,new,0.0,Audi Gwinnett,67225.0,1,$60000-69999,0.0
kia,lx,2024,new,0.0,Rick Case Kia at Gwinnett Place,26285.0,0,$20000-29999,
mercedes,g 550,2023,new,0.0,Mercedes-Benz of Atlanta Northeast,180580.0,1,$180000-189999,0.0
mercedes,eqs,2023,new,0.0,Mercedes-Benz of Atlanta Northeast,117940.0,1,$110000-119999,0.0
volkswagen,atlas,2023,new,0.0,O'Steen Volkswagen / Subaru of Valdosta,42206.0,1,$40000-49999,0.0
volkswagen,1,2023,new,0.0,O'Steen Volkswagen / Subaru of Valdosta,25681.0,1,$20000-29999,0.0
gmc,sierra,2023,new,0.0,Briggs Auto Group,69545.0,1,$60000-69999,0.0
chevrolet,silverado,2024,new,0.0,Way Brothers GM,74180.0,0,$70000-79999,
jeep,grand cherokee,2023,new,0.0,Troncalli Chrysler Dodge Jeep RAM,44689.0,1,$40000-49999,0.0
jeep,grand cherokee,2024,new,0.0,Troncalli Chrysler Dodge Jeep RAM,48525.0,0,$40000-49999,
ford,f-250,2023,new,0.0,Ford of Cookeville,92315.0,1,$90000-99999,0.0
kia,seltos,2024,new,0.0,Lou Sobh Kia,33085.0,0,$30000-39999,
chevrolet,silverado,2023,new,0.0,Nash Chevrolet,62332.0,1,$60000-69999,0.0
chevrolet,camaro,2024,new,0.0,"Steve Schmitt, Inc.",45080.0,0,$40000-49999,
lexus,rx,2013,used,94274.0,"J&K Used Cars, Inc.",18995.0,11,$10000-19999,8570.36
ram,2500,2017,used,167916.0,Awah Auto Sales,29995.0,7,$20000-29999,23988.0
ford,f-150,2023,new,0.0,Nashville Ford of Georgia,72565.0,1,$70000-79999,0.0
jeep,wrangler,2023,new,0.0,O'Steen Chrysler Dodge Jeep Ram,39995.0,1,$30000-39999,0.0
nissan,altima,2024,new,0.0,Premier Nissan Mall of Georgia,25590.0,0,$20000-29999,
nissan,altima,2024,new,0.0,Premier Nissan Mall of Georgia,24125.0,0,$20000-29999,
cadillac,ct6,2017,used,76987.0,Rick Hendrick Chevrolet of Buford,25888.0,7,$20000-29999,10998.14
lexus,lc,2021,used,10221.0,Rick Hendrick Chevrolet of Buford,74888.0,3,$70000-79999,3407.0
gmc,yukon,2023,new,0.0,Jim Ellis Buick GMC Mall of GA,80650.0,1,$80000-89999,0.0
jeep,grand cherokee,2023,new,0.0,Ellis Boys Chrysler Dodge Jeep Ram,79972.0,1,$70000-79999,0.0
chevrolet,silverado,2022,new,0.0,John Megel Chevrolet,53815.0,2,$50000-59999,0.0
jeep,grand cherokee,2023,new,0.0,LeMond Chevrolet Chrysler,49930.0,1,$40000-49999,0.0
ford,mustang,2023,used,7129.0,D-Patrick Ford Lincoln,44648.0,1,$40000-49999,7129.0
honda,cr-v,2020,used,28030.0,D-Patrick Nissan,29166.0,4,$20000-29999,7007.5
nissan,pathfinder,2022,certified,31096.0,D-Patrick Nissan,41994.0,2,$40000-49999,15548.0
mercedes,6,2020,used,15171.0,D-Patrick Honda,69999.0,4,$60000-69999,3792.75
honda,pilot,2022,used,31416.0,D-Patrick Honda,42568.0,2,$40000-49999,15708.0
honda,pilot,2020,used,67995.0,D-Patrick Honda,28494.0,4,$20000-29999,16998.75
ford,bronco,2022,used,6006.0,D-Patrick Honda,46775.0,2,$40000-49999,3003.0
honda,accord,2021,used,69526.0,D-Patrick Honda,27999.0,3,$20000-29999,23175.33
jeep,wrangler,2023,used,729.0,D-Patrick Honda,87997.0,1,$80000-89999,729.0
bmw,x7,2023,certified,7868.0,D-Patrick Motoplex,105995.0,1,$100000-109999,7868.0
toyota,highlander,2024,new,0.0,Kenny Kent Toyota,47677.0,0,$40000-49999,
lexus,es,2024,new,0.0,Kenny Kent Lexus,47370.0,0,$40000-49999,
mazda,mazda3,2020,used,65897.0,Kenny Kent Toyota,17450.0,4,$10000-19999,16474.25
jeep,gladiator,2023,new,0.0,East Tennessee Dodge Chrysler Jeep RAM,51365.0,1,$50000-59999,0.0
ford,ranger,2023,new,0.0,East Tennessee Dodge Chrysler Jeep RAM,44870.0,1,$40000-49999,0.0
ford,escape,2013,used,106375.0,Romain Cross Pointe Auto Park,9995.0,11,$0-9999,9670.45
gmc,yukon,2017,used,126149.0,Lux Motors,29500.0,7,$20000-29999,18021.29
chevrolet,camaro,2024,new,0.0,Richland Motors,32495.0,0,$30000-39999,
honda,pilot,2015,used,132770.0,Carriage Used Cars,13986.0,9,$10000-19999,14752.22
honda,civic,2013,used,84991.0,Carriage Used Cars,14631.0,11,$10000-19999,7726.45
jeep,grand cherokee,2023,new,0.0,Reed Chrysler Dodge Jeep Ram Hyundai,64864.0,1,$60000-69999,0.0
chevrolet,silverado,2023,new,0.0,Randy Curnow Chevrolet Buick GMC,53022.0,1,$50000-59999,0.0
jeep,grand cherokee,2023,new,0.0,Max Curnow Chrysler Dodge Jeep Ram,48000.0,1,$40000-49999,0.0
chevrolet,silverado,2007,used,143741.0,Woody's Dodge Jeep Chrysler RAM,25785.0,17,$20000-29999,8455.35
ford,maverick,2023,new,0.0,Anderson Ford Lincoln of St. Joseph,34300.0,1,$30000-39999,0.0
ford,maverick,2023,new,0.0,Anderson Ford Lincoln of St. Joseph,30135.0,1,$30000-39999,0.0
ford,mustang,2024,new,0.0,D-Patrick Boonville Ford,42430.0,0,$40000-49999,
ford,mustang,2024,new,0.0,Jefferson Ford,60145.0,0,$60000-69999,
ford,mustang,2024,new,0.0,Jefferson Ford,35725.0,0,$30000-39999,
mercedes,gle,2024,new,0.0,Mercedes-Benz Of Athens,75925.0,0,$70000-79999,
bmw,x5,2020,used,59758.0,Mercedes-Benz Of Athens,37966.0,4,$30000-39999,14939.5
mercedes,gls 580,2023,new,0.0,Mercedes-Benz Of Athens,123170.0,1,$120000-129999,0.0
chevrolet,silverado,2024,new,0.0,Roger Jennings Inc.,75203.0,0,$70000-79999,
chevrolet,trax,2024,new,0.0,Poage Chevy Buick of Hannibal,27230.0,0,$20000-29999,
ford,mustang,2024,new,0.0,Billy Cain Ford,61145.0,0,$60000-69999,
gmc,sierra,2023,new,0.0,Jimmy Britt Chevrolet,69999.0,1,$60000-69999,0.0
chevrolet,bolt,2023,new,0.0,"Smoky Jennings Chevrolet, Inc.",36505.0,1,$30000-39999,0.0
ford,f-150,2022,new,0.0,Jacky Jones Ford Of Hayesville,45575.0,2,$40000-49999,0.0
jeep,wrangler,2022,new,0.0,Freedom Chevrolet Chrysler Dodge Jeep RAM,56725.0,2,$50000-59999,0.0
jeep,grand cherokee,2023,new,0.0,Freedom Chevrolet Chrysler Dodge Jeep RAM,50525.0,1,$50000-59999,0.0
jeep,wrangler,2022,new,0.0,Freedom Chevrolet Chrysler Dodge Jeep RAM,53185.0,2,$50000-59999,0.0
chevrolet,traverse,2023,new,0.0,Armbruster Motor Company,51445.0,1,$50000-59999,0.0
gmc,sierra,2021,used,63844.0,"Poage Auto Plaza, Inc.",56980.0,3,$50000-59999,21281.33
honda,ridgeline,2020,used,13821.0,"Poage Auto Plaza, Inc.",37980.0,4,$30000-39999,3455.25
chevrolet,tahoe,2018,used,49779.0,Hess Auto Agency,48980.0,6,$40000-49999,8296.5
ram,1500,2024,new,0.0,Goeckner Bros Inc,64815.0,0,$60000-69999,
chevrolet,colorado,2023,new,0.0,United Chevrolet Buick GMC,31170.0,1,$30000-39999,0.0
jeep,grand cherokee,2023,new,0.0,Jacksonville Chrysler Dodge Jeep Ram (IL),52525.0,1,$50000-59999,0.0
ford,edge,2023,new,0.0,Pennington Ford,34902.0,1,$30000-39999,0.0
cadillac,xt6,2021,used,33144.0,Jacobs Mitsubishi,38270.0,3,$30000-39999,11048.0
bmw,x5,2016,used,69200.0,Jacobs Mitsubishi,25990.0,8,$20000-29999,8650.0
toyota,sequoia,2023,new,0.0,Sun Toyota,83355.0,1,$80000-89999,0.0
toyota,venza,2023,new,0.0,Sun Toyota,46514.0,1,$40000-49999,0.0
toyota,highlander,2024,new,0.0,Sun Toyota,55477.0,0,$50000-59999,
toyota,camry,2024,new,0.0,Sun Toyota,31243.0,0,$30000-39999,
cadillac,escalade,2023,new,0.0,AutoNation Cadillac Port Richey,117310.0,1,$110000-119999,0.0
bmw,2,2023,new,0.0,Grayson BMW,46095.0,1,$40000-49999,0.0
gmc,sierra,2023,certified,15528.0,Bob Luegers Motors Inc,59985.0,1,$50000-59999,15528.0
lexus,lc,2023,new,0.0,Lexus of Knoxville,107472.0,1,$100000-109999,0.0
lexus,lc,2023,new,0.0,Lexus of Knoxville,110375.0,1,$110000-119999,0.0
gmc,yukon,2023,new,0.0,Pettijohn Auto,98155.0,1,$90000-99999,0.0
volkswagen,atlas,2024,new,0.0,Lokey Volkswagen,55591.0,0,$50000-59999,
ram,3500,2023,new,0.0,Woody Folsom Chrysler Dodge Jeep Ram,89372.0,1,$80000-89999,0.0
jeep,grand wagoneer,2023,new,0.0,Woody Folsom Chrysler Dodge Jeep Ram,90956.0,1,$90000-99999,0.0
jeep,wrangler,2023,new,0.0,Woody Folsom Chrysler Dodge Jeep Ram,37186.0,1,$30000-39999,0.0
jeep,grand wagoneer,2023,new,0.0,Woody Folsom Chrysler Dodge Jeep Ram,85582.0,1,$80000-89999,0.0
jeep,grand cherokee,2023,new,0.0,Woody Folsom Chrysler Dodge Jeep Ram,59025.0,1,$50000-59999,0.0
jeep,grand wagoneer,2023,new,0.0,Woody Folsom Chrysler Dodge Jeep Ram,92083.0,1,$90000-99999,0.0
chevrolet,silverado,2024,new,0.0,Woody Folsom Chevrolet Buick GMC,84550.0,0,$80000-89999,
audi,rs 7,2016,used,60660.0,Audi Clearwater,45799.0,8,$40000-49999,7582.5
bmw,430 i,2018,used,51101.0,Crown Acura,26565.0,6,$20000-29999,8516.83
volkswagen,golf,2019,used,22768.0,Crown Acura,36996.0,5,$30000-39999,4553.6
lexus,rx,2015,used,60416.0,Crown Acura,21996.0,9,$20000-29999,6712.89
ford,f-150,2022,used,11018.0,Crown Acura,76233.0,2,$70000-79999,5509.0
kia,niro,2023,new,0.0,The Kia Store - Elizabethtown,42678.0,1,$40000-49999,0.0
honda,cr-v,2024,new,0.0,AutoNation Honda Clearwater,34675.0,0,$30000-39999,
chevrolet,silverado,2024,new,0.0,Kirksville Motor Company,62725.0,0,$60000-69999,
chevrolet,trax,2024,new,0.0,AutoNation Chevrolet South Clearwater,23395.0,0,$20000-29999,
chevrolet,trax,2024,new,0.0,AutoNation Chevrolet South Clearwater,24640.0,0,$20000-29999,
chevrolet,trax,2024,new,0.0,AutoNation Chevrolet South Clearwater,25645.0,0,$20000-29999,
chevrolet,ls,2024,new,0.0,AutoNation Chevrolet South Clearwater,22490.0,0,$20000-29999,
chevrolet,ls,2024,new,0.0,AutoNation Chevrolet South Clearwater,21495.0,0,$20000-29999,
jeep,wagoneer,2023,new,0.0,Harper Jeep Ram Chrysler Dodge Fiat,69595.0,1,$60000-69999,0.0
jeep,wrangler,2023,new,0.0,Harper Jeep Ram Chrysler Dodge Fiat,88590.0,1,$80000-89999,0.0
jeep,wrangler,2023,new,0.0,Gainesville Chrysler Dodge Jeep RAM,51445.0,1,$50000-59999,0.0
ford,f-250,2023,new,0.0,Bob Ridings Ford,50760.0,1,$50000-59999,0.0
bmw,330 i,2020,used,70888.0,BMW of Gainesville,21481.0,4,$20000-29999,17722.0
ford,ecosport,2019,used,33274.0,BMW of Gainesville,17465.0,5,$10000-19999,6654.8
ram,3500,2023,new,0.0,Don Franklin Campbellsville Chrysler Jeep Dodge Ram,89997.0,1,$80000-89999,0.0
ford,f-250,2022,used,46927.0,Knox Ford,56968.0,2,$50000-59999,23463.5
honda,pilot,2023,new,0.0,Crown Honda,53725.0,1,$50000-59999,0.0
honda,pilot,2023,new,0.0,Crown Honda,46045.0,1,$40000-49999,0.0
gmc,sierra,2024,new,0.0,Buick GMC Brooksville,69225.0,0,$60000-69999,
bmw,430 i,2023,used,2768.0,Crown Hyundai,53688.0,1,$50000-59999,2768.0
chevrolet,silverado,2024,new,0.0,Meyer Auto,71900.0,0,$70000-79999,
gmc,sierra,2023,new,0.0,Silverthorne Chevrolet,87805.0,1,$80000-89999,0.0
gmc,sierra,2023,new,0.0,Silverthorne Chevrolet,53725.0,1,$50000-59999,0.0
gmc,sierra,2023,new,0.0,Silverthorne Chevrolet,75100.0,1,$70000-79999,0.0
gmc,sierra,2024,new,0.0,Silverthorne Chevrolet,62105.0,0,$60000-69999,
nissan,3,2005,used,67591.0,Silverthorne Ford,14883.0,19,$10000-19999,3557.42
ford,f-350,2019,used,58530.0,Silverthorne Ford,67792.0,5,$60000-69999,11706.0
nissan,frontier,2007,used,210101.0,Silverthorne Ford,7815.0,17,$0-9999,12358.88
ford,f-150,2006,used,323500.0,Silverthorne Ford,4587.0,18,$0-9999,17972.22
ford,expedition,2021,used,22138.0,Silverthorne Ford,57998.0,3,$50000-59999,7379.33
dodge,1500,2008,used,108353.0,Silverthorne Ford,8750.0,16,$0-9999,6772.06
chevrolet,tahoe,2015,used,108620.0,Silverthorne Ford,26755.0,9,$20000-29999,12068.89
chevrolet,silverado,2012,used,189876.0,Silverthorne Ford,7387.0,12,$0-9999,15823.0
bmw,x5,2022,used,20115.0,Reeder Chevrolet,58500.0,2,$50000-59999,10057.5
dodge,charger,2019,used,116314.0,C&J Auto Sales,19524.0,5,$10000-19999,23262.8
ford,mustang,2024,new,0.0,Swainsboro Ford,59300.0,0,$50000-59999,
ford,mustang,2023,new,0.0,Swainsboro Ford,58888.0,1,$50000-59999,0.0
ford,mustang,2023,new,0.0,Murray Ford Superstore,58989.0,1,$50000-59999,0.0
ford,mustang,2023,new,0.0,Murray Ford Superstore,49735.0,1,$40000-49999,0.0
ford,mustang,2024,new,0.0,Murray Ford Superstore,57989.0,0,$50000-59999,
lexus,rx,2023,new,0.0,Lexus of Tampa Bay,72670.0,1,$70000-79999,0.0
lexus,es,2019,used,29954.0,Ed Morse Cadillac of Tampa,29994.0,5,$20000-29999,5990.8
lexus,gx,2023,used,3556.0,Ed Morse Cadillac of Tampa,53888.0,1,$50000-59999,3556.0
audi,sq8,2023,new,0.0,Audi Tampa,116715.0,1,$110000-119999,0.0
jeep,grand wagoneer,2023,new,0.0,CDJR of Tampa Bay,105219.0,1,$100000-109999,0.0
jeep,wagoneer,2023,new,0.0,CDJR of Tampa Bay,71483.0,1,$70000-79999,0.0
bmw,m8,2024,new,0.0,BMW of Tampa,155240.0,0,$150000-159999,
bmw,m8,2024,new,0.0,BMW of Tampa,179445.0,0,$170000-179999,
gmc,yukon,2023,new,0.0,Sullivan Buick GMC Truck,82435.0,1,$80000-89999,0.0
gmc,yukon,2023,new,0.0,Sullivan Buick GMC Truck,69995.0,1,$60000-69999,0.0
gmc,yukon,2023,new,0.0,Sullivan Buick GMC Truck,69390.0,1,$60000-69999,0.0
gmc,yukon,2023,new,0.0,Sullivan Buick GMC Truck,61385.0,1,$60000-69999,0.0
jeep,wrangler,2023,new,0.0,Thomson Chrysler Dodge Jeep Ram Fiat,33950.0,1,$30000-39999,0.0
ram,1500,2015,used,130456.0,Blue Ocean Auto Sales,16480.0,9,$10000-19999,14495.11
gmc,yukon,2015,used,144750.0,Blue Ocean Auto Sales,21980.0,9,$20000-29999,16083.33
kia,seltos,2024,new,0.0,Jenkins Kia of Ocala,32005.0,0,$30000-39999,
jeep,gladiator,2023,new,0.0,John Jones Chrysler Dodge Jeep RAM FIAT,45097.0,1,$40000-49999,0.0
dodge,challenger,2023,new,0.0,John Jones Chrysler Dodge Jeep RAM FIAT,74920.0,1,$70000-79999,0.0
chevrolet,ls,2021,certified,32063.0,Palm Chevrolet,52889.0,3,$50000-59999,10687.67
mercedes,gla,2023,new,0.0,Mercedes-Benz of Wesley Chapel,59750.0,1,$50000-59999,0.0
mercedes,c-class,2023,new,0.0,Mercedes-Benz of Wesley Chapel,55645.0,1,$50000-59999,0.0
mercedes,gla,2023,new,0.0,Mercedes-Benz of Wesley Chapel,47760.0,1,$40000-49999,0.0
mercedes,glc,2023,new,0.0,Mercedes-Benz of Wesley Chapel,56235.0,1,$50000-59999,0.0
mercedes,2500,2023,new,0.0,Mercedes-Benz of Wesley Chapel,80179.0,1,$80000-89999,0.0
